order_id,order_time,location,cuisine,total_items,order_value
36057,2026-05-05 23:55:00,Pune,North Indian,1,271
36058,2026-06-29 20:20:00,Delhi,Indian,3,739
36059,2026-04-11 10:04:00,Pune,Fast Food,3,1455
36060,2026-02-24 17:01:00,Delhi,Biryani,1,874
36061,2026-04-15 22:43:00,Pune,Indian,5,1347
36062,2026-04-05 20:29:00,Hyderabad,Biryani,5,1161
36063,2026-05-22 18:55:00,Pune,Indian,1,392
36064,2026-02-13 20:35:00,Pune,Chinese,5,472
36065,2026-04-13 11:24:00,Kolkata,Indian,1,1126
36066,2026-04-07 13:06:00,Pune,Fast Food,6,1087
36067,2026-04-09 04:14:00,Pune,South Indian,2,677
36068,2026-06-16 08:28:00,Bangalore,Italian,4,867
36069,2026-06-15 18:47:00,Bangalore,North Indian,5,1429
36070,2026-07-08 18:18:00,Delhi,Desserts,4,894
36071,2026-06-03 12:37:00,Bangalore,Italian,1,525
36072,2026-06-03 13:36:00,Kolkata,Fast Food,1,1321
36073,2026-06-05 12:22:00,Delhi,Italian,5,337
36074,2026-01-08 08:57:00,Pune,Indian,2,451
36075,2026-05-11 15:44:00,Mumbai,Biryani,5,712
36076,2026-06-24 16:26:00,Delhi,North Indian,3,303
36077,2026-04-16 11:12:00,Mumbai,Desserts,4,1268
36078,2026-04-29 08:49:00,Mumbai,Desserts,1,466
36079,2026-05-15 18:56:00,Mumbai,Fast Food,2,1100
36080,2026-06-27 07:36:00,Pune,North Indian,2,1257
36081,2026-07-14 23:21:00,Delhi,Biryani,5,1370
36082,2026-02-05 15:36:00,Bangalore,Biryani,3,456
36083,2026-02-08 14:37:00,Kolkata,Indian,6,1260
36084,2026-06-10 12:42:00,Pune,Biryani,5,1433
36085,2026-07-20 19:59:00,Kolkata,North Indian,6,1339
36086,2026-05-10 16:22:00,Bangalore,Indian,1,608
36087,2026-01-30 20:55:00,Kolkata,Indian,3,685
36088,2026-06-12 22:44:00,Pune,Fast Food,2,1144
36089,2026-04-27 19:40:00,Mumbai,Biryani,5,1318
36090,2026-03-15 08:18:00,Delhi,Biryani,4,578
36091,2026-02-02 18:56:00,Delhi,North Indian,1,947
36092,2026-04-10 20:28:00,Delhi,South Indian,3,1423
36093,2026-01-06 12:03:00,Pune,North Indian,5,761
36094,2026-04-22 13:41:00,Kolkata,Indian,4,963
36095,2026-05-22 16:31:00,Pune,Indian,2,388
36096,2026-05-26 17:53:00,Mumbai,Indian,6,1273
36097,2026-01-06 21:41:00,Hyderabad,Indian,6,267
36098,2026-03-04 21:08:00,Pune,Fast Food,3,1365
36099,2026-03-15 17:58:00,Hyderabad,Biryani,4,1464
36100,2026-05-11 16:13:00,Bangalore,Fast Food,1,378
36101,2026-01-22 11:46:00,Mumbai,Biryani,5,1318
36102,2026-01-05 21:05:00,Mumbai,Fast Food,4,388
36103,2026-05-04 12:46:00,Mumbai,Fast Food,2,274
36104,2026-01-29 06:34:00,Pune,Desserts,4,948
36105,2026-03-09 18:56:00,Mumbai,Chinese,4,1064
36106,2026-06-07 17:44:00,Kolkata,Fast Food,4,223
36107,2026-06-24 22:43:00,Pune,Desserts,3,262
36108,2026-02-07 20:31:00,Kolkata,North Indian,1,1394
36109,2026-05-08 17:00:00,Hyderabad,Italian,2,484
36110,2026-07-06 09:12:00,Kolkata,North Indian,4,1181
36111,2026-03-18 12:53:00,Hyderabad,Fast Food,3,770
36112,2026-06-19 10:26:00,Delhi,Fast Food,2,356
36113,2026-02-07 22:02:00,Delhi,North Indian,4,1116
36114,2026-04-14 18:20:00,Kolkata,Fast Food,4,543
36115,2026-05-16 20:53:00,Bangalore,North Indian,2,1029
36116,2026-03-31 19:57:00,Delhi,South Indian,4,1243
36117,2026-05-15 14:56:00,Bangalore,Fast Food,6,977
36118,2026-04-28 19:01:00,Delhi,North Indian,1,881
36119,2026-04-27 05:38:00,Pune,South Indian,4,1265
36120,2026-02-20 07:17:00,Bangalore,Biryani,3,408
36121,2026-06-05 13:08:00,Kolkata,South Indian,1,1166
36122,2026-02-20 11:19:00,Delhi,Indian,5,622
36123,2026-04-06 09:52:00,Delhi,Fast Food,5,487
36124,2026-04-03 12:36:00,Mumbai,North Indian,2,451
36125,2026-04-15 16:52:00,Kolkata,Italian,3,998
36126,2026-02-24 11:18:00,Mumbai,Desserts,2,288
36127,2026-01-18 10:37:00,Mumbai,Indian,4,1453
36128,2026-04-10 11:08:00,Hyderabad,Indian,1,1137
36129,2026-02-23 13:13:00,Hyderabad,Biryani,5,851
36130,2026-01-16 12:18:00,Kolkata,Biryani,4,510
36131,2026-03-10 22:09:00,Hyderabad,Italian,4,787
36132,2026-04-06 17:18:00,Hyderabad,Indian,1,1065
36133,2026-05-17 20:56:00,Mumbai,Fast Food,2,1430
36134,2026-03-26 13:35:00,Hyderabad,South Indian,2,398
36135,2026-05-25 18:20:00,Kolkata,Italian,6,418
36136,2026-02-12 16:28:00,Mumbai,Fast Food,5,832
36137,2026-05-11 18:28:00,Kolkata,North Indian,2,167
36138,2026-02-21 11:04:00,Hyderabad,Fast Food,5,571
36139,2026-01-28 06:06:00,Kolkata,South Indian,5,175
36140,2026-04-16 14:56:00,Kolkata,Indian,4,963
36141,2026-02-01 18:35:00,Delhi,Indian,3,464
36142,2026-07-03 08:55:00,Kolkata,Fast Food,3,925
36143,2026-07-20 13:11:00,Hyderabad,Desserts,6,689
36144,2026-04-11 12:55:00,Mumbai,Biryani,4,341
36145,2026-06-27 22:27:00,Pune,Italian,6,902
36146,2026-06-16 13:58:00,Delhi,Fast Food,3,650
36147,2026-01-21 23:44:00,Kolkata,North Indian,5,401
36148,2026-04-13 04:11:00,Pune,Indian,3,156
36149,2026-06-15 07:31:00,Bangalore,Chinese,2,792
36150,2026-03-05 14:43:00,Bangalore,Chinese,4,976
36151,2026-04-04 05:55:00,Hyderabad,Indian,5,1219
36152,2026-01-13 23:56:00,Kolkata,Italian,2,322
36153,2026-06-29 21:03:00,Delhi,Chinese,1,1277
36154,2026-07-02 12:20:00,Kolkata,North Indian,3,155
36155,2026-02-21 08:30:00,Pune,Indian,2,175
36156,2026-07-15 17:25:00,Kolkata,Indian,5,1092
36157,2026-06-19 15:56:00,Delhi,South Indian,3,940
36158,2026-01-30 20:02:00,Kolkata,Chinese,6,434
36159,2026-01-29 19:37:00,Hyderabad,Fast Food,6,562
36160,2026-07-18 21:08:00,Pune,Fast Food,5,820
36161,2026-03-17 19:27:00,Kolkata,Indian,4,1056
36162,2026-03-11 20:51:00,Delhi,Fast Food,1,668
36163,2026-03-22 17:52:00,Delhi,Desserts,6,667
36164,2026-02-03 23:13:00,Delhi,Fast Food,2,362
36165,2026-07-17 17:23:00,Pune,Desserts,3,196
36166,2026-07-02 12:58:00,Delhi,Italian,1,918
36167,2026-04-12 21:11:00,Bangalore,Indian,5,1066
36168,2026-05-21 13:26:00,Bangalore,Fast Food,6,169
36169,2026-05-14 14:21:00,Bangalore,Fast Food,2,156
36170,2026-03-02 13:10:00,Kolkata,North Indian,2,647
36171,2026-04-17 08:45:00,Bangalore,Desserts,2,362
36172,2026-06-03 06:21:00,Mumbai,South Indian,6,323
36173,2026-02-02 22:30:00,Bangalore,Indian,3,628
36174,2026-06-13 21:38:00,Delhi,South Indian,4,1286
36175,2026-05-20 11:05:00,Hyderabad,Indian,3,1241
36176,2026-01-08 20:29:00,Mumbai,South Indian,4,1112
36177,2026-05-06 18:42:00,Mumbai,Biryani,3,1466
36178,2026-05-20 11:13:00,Bangalore,Fast Food,4,281
36179,2026-05-13 22:32:00,Mumbai,Italian,2,711
36180,2026-05-03 20:04:00,Mumbai,Fast Food,6,685
36181,2026-02-08 21:06:00,Mumbai,North Indian,2,1347
36182,2026-05-14 09:20:00,Hyderabad,North Indian,4,1274
36183,2026-05-31 15:32:00,Mumbai,South Indian,4,549
36184,2026-07-06 07:05:00,Hyderabad,Biryani,1,164
36185,2026-02-27 21:38:00,Mumbai,Fast Food,2,1423
36186,2026-02-22 20:07:00,Pune,South Indian,6,1255
36187,2026-01-31 19:15:00,Pune,Biryani,2,1221
36188,2026-01-06 13:50:00,Pune,Chinese,1,557
36189,2026-02-02 16:42:00,Pune,Indian,5,468
36190,2026-06-26 10:06:00,Pune,Fast Food,5,1068
36191,2026-04-04 01:17:00,Hyderabad,South Indian,4,1413
36192,2026-04-25 21:43:00,Pune,Indian,4,868
36193,2026-07-07 17:13:00,Hyderabad,Biryani,2,615
36194,2026-01-05 07:39:00,Pune,North Indian,2,182
36195,2026-03-16 18:17:00,Delhi,Desserts,5,663
36196,2026-01-25 19:49:00,Bangalore,Indian,6,474
36197,2026-06-11 13:50:00,Delhi,Biryani,6,1425
36198,2026-04-20 20:14:00,Pune,Indian,4,801
36199,2026-01-02 20:24:00,Mumbai,Italian,2,713
36200,2026-05-30 12:27:00,Delhi,South Indian,3,1382
36201,2026-03-04 07:23:00,Kolkata,Indian,6,1138
36202,2026-04-16 10:19:00,Pune,Indian,3,1413
36203,2026-01-22 17:18:00,Delhi,Fast Food,1,436
36204,2026-04-12 16:59:00,Hyderabad,Biryani,5,207
36205,2026-04-11 19:47:00,Mumbai,South Indian,6,860
36206,2026-06-21 14:24:00,Pune,Chinese,4,1363
36207,2026-04-29 19:38:00,Bangalore,South Indian,2,377
36208,2026-03-26 08:58:00,Hyderabad,North Indian,2,1346
36209,2026-02-05 18:51:00,Hyderabad,Biryani,2,1160
36210,2026-04-28 13:08:00,Bangalore,South Indian,5,489
36211,2026-05-23 22:48:00,Mumbai,Biryani,3,391
36212,2026-06-25 13:14:00,Kolkata,Chinese,4,309
36213,2026-06-04 17:11:00,Pune,Biryani,3,449
36214,2026-01-06 20:49:00,Kolkata,Biryani,6,512
36215,2026-01-07 10:27:00,Hyderabad,Chinese,5,1001
36216,2026-01-25 22:41:00,Kolkata,North Indian,4,411
36217,2026-05-01 16:11:00,Bangalore,Biryani,2,815
36218,2026-01-24 09:24:00,Pune,Indian,1,353
36219,2026-01-05 15:40:00,Delhi,Biryani,3,1022
36220,2026-01-08 20:40:00,Delhi,Fast Food,3,414
36221,2026-06-29 19:24:00,Mumbai,Biryani,5,1285
36222,2026-02-12 15:23:00,Mumbai,Indian,5,270
36223,2026-03-11 22:40:00,Pune,Biryani,1,1144
36224,2026-02-25 18:09:00,Delhi,Indian,3,1286
36225,2026-07-15 03:51:00,Mumbai,Chinese,2,625
36226,2026-03-01 04:37:00,Kolkata,Fast Food,1,269
36227,2026-04-15 22:46:00,Hyderabad,Fast Food,4,1332
36228,2026-02-15 15:56:00,Pune,Biryani,3,577
36229,2026-04-23 02:33:00,Pune,North Indian,4,642
36230,2026-04-17 04:17:00,Pune,South Indian,2,1415
36231,2026-03-26 22:16:00,Mumbai,Desserts,6,637
36232,2026-05-03 18:11:00,Bangalore,Chinese,1,598
36233,2026-01-12 08:05:00,Kolkata,Chinese,2,1203
36234,2026-05-31 19:51:00,Kolkata,Indian,4,541
36235,2026-06-24 14:39:00,Delhi,Biryani,4,396
36236,2026-01-04 16:28:00,Pune,Desserts,1,1475
36237,2026-03-20 22:16:00,Hyderabad,South Indian,5,498
36238,2026-05-29 16:31:00,Delhi,Indian,3,1152
36239,2026-02-02 19:52:00,Bangalore,North Indian,6,1195
36240,2026-02-04 15:49:00,Bangalore,Chinese,4,583
36241,2026-04-15 07:56:00,Pune,Biryani,4,1334
36242,2026-05-09 07:41:00,Pune,Biryani,3,182
36243,2026-07-15 07:55:00,Delhi,Desserts,6,379
36244,2026-03-12 18:48:00,Delhi,Italian,4,814
36245,2026-01-14 13:29:00,Delhi,Italian,6,983
36246,2026-06-30 18:45:00,Delhi,South Indian,6,849
36247,2026-04-10 10:03:00,Delhi,South Indian,1,499
36248,2026-04-12 17:02:00,Kolkata,Italian,5,773
36249,2026-04-23 22:43:00,Kolkata,South Indian,1,964
36250,2026-06-17 22:44:00,Pune,Fast Food,3,1173
36251,2026-02-17 14:22:00,Bangalore,Indian,5,1123
36252,2026-05-08 19:58:00,Mumbai,Italian,3,1196
36253,2026-04-19 07:57:00,Bangalore,Biryani,4,398
36254,2026-01-09 12:45:00,Mumbai,Fast Food,4,365
36255,2026-01-07 07:12:00,Bangalore,Indian,2,269
36256,2026-03-26 18:06:00,Delhi,Fast Food,4,310
36257,2026-03-13 12:54:00,Hyderabad,Fast Food,3,1456
36258,2026-04-25 19:57:00,Pune,Biryani,3,1494
36259,2026-05-30 18:45:00,Bangalore,Biryani,4,411
36260,2026-06-05 21:34:00,Hyderabad,Indian,1,1169
36261,2026-02-02 22:30:00,Delhi,Indian,4,757
36262,2026-07-20 19:04:00,Delhi,Indian,2,598
36263,2026-04-21 15:58:00,Bangalore,South Indian,2,1289
36264,2026-06-03 20:08:00,Delhi,Biryani,3,652
36265,2026-01-14 19:02:00,Pune,Biryani,5,507
36266,2026-02-10 19:01:00,Bangalore,Indian,6,1289
36267,2026-01-05 12:21:00,Hyderabad,North Indian,4,922
36268,2026-01-18 20:32:00,Delhi,Italian,2,855
36269,2026-05-10 14:44:00,Pune,North Indian,5,352
36270,2026-05-29 19:34:00,Pune,Indian,4,256
36271,2026-06-16 11:56:00,Pune,Fast Food,3,1371
36272,2026-02-02 08:14:00,Pune,South Indian,2,443
36273,2026-03-23 15:13:00,Pune,North Indian,2,828
36274,2026-01-04 18:23:00,Bangalore,South Indian,3,594
36275,2026-05-01 07:39:00,Kolkata,Chinese,6,597
36276,2026-06-06 21:33:00,Hyderabad,Fast Food,4,244
36277,2026-02-14 16:07:00,Bangalore,Chinese,5,375
36278,2026-05-05 20:34:00,Delhi,Desserts,1,1319
36279,2026-01-23 20:23:00,Kolkata,Biryani,3,773
36280,2026-06-30 20:34:00,Bangalore,Chinese,2,269
36281,2026-01-16 18:02:00,Mumbai,Italian,3,409
36282,2026-01-26 06:35:00,Kolkata,Fast Food,3,1424
36283,2026-06-06 02:26:00,Delhi,Fast Food,5,1117
36284,2026-07-14 18:52:00,Bangalore,Indian,3,1260
36285,2026-01-03 14:59:00,Bangalore,Desserts,2,1123
36286,2026-02-08 11:33:00,Hyderabad,Desserts,4,775
36287,2026-05-25 12:38:00,Delhi,Biryani,2,1170
36288,2026-06-27 00:57:00,Kolkata,North Indian,2,865
36289,2026-04-14 19:32:00,Delhi,Biryani,2,1471
36290,2026-03-04 22:26:00,Kolkata,Indian,6,441
36291,2026-02-21 21:33:00,Delhi,Indian,2,1384
36292,2026-01-15 13:23:00,Hyderabad,Indian,1,1150
36293,2026-07-03 17:09:00,Bangalore,South Indian,2,1450
36294,2026-02-18 20:33:00,Kolkata,South Indian,2,1203
36295,2026-04-28 15:56:00,Pune,Italian,2,1208
36296,2026-05-01 08:57:00,Bangalore,Chinese,2,1410
36297,2026-07-19 12:04:00,Mumbai,Desserts,4,1390
36298,2026-01-19 21:47:00,Pune,Desserts,4,202
36299,2026-01-26 17:55:00,Pune,Italian,5,372
36300,2026-02-24 17:44:00,Pune,Chinese,5,646
36301,2026-01-24 09:50:00,Bangalore,South Indian,4,768
36302,2026-04-30 05:54:00,Mumbai,Fast Food,5,642
36303,2026-01-05 18:01:00,Kolkata,South Indian,6,414
36304,2026-03-12 06:32:00,Hyderabad,Biryani,1,313
36305,2026-05-18 14:45:00,Mumbai,Chinese,1,859
36306,2026-06-02 19:01:00,Kolkata,Biryani,6,487
36307,2026-03-28 20:42:00,Delhi,North Indian,2,340
36308,2026-06-11 13:33:00,Kolkata,Indian,5,1449
36309,2026-06-04 20:53:00,Bangalore,Indian,4,983
36310,2026-01-19 19:37:00,Hyderabad,Indian,2,648
36311,2026-03-27 11:38:00,Pune,Indian,3,165
36312,2026-07-16 13:44:00,Delhi,South Indian,1,1375
36313,2026-03-01 17:20:00,Mumbai,Indian,1,1485
36314,2026-06-20 07:28:00,Kolkata,South Indian,1,801
36315,2026-05-27 12:49:00,Bangalore,Italian,4,714
36316,2026-02-25 20:16:00,Kolkata,South Indian,1,534
36317,2026-04-25 16:43:00,Pune,Fast Food,6,456
36318,2026-05-29 21:25:00,Pune,North Indian,6,499
36319,2026-06-24 09:50:00,Pune,North Indian,4,278
36320,2026-04-15 20:38:00,Kolkata,South Indian,1,574
36321,2026-06-03 21:11:00,Hyderabad,Indian,6,1202
36322,2026-06-15 21:04:00,Pune,Indian,2,1078
36323,2026-04-03 17:40:00,Pune,South Indian,2,624
36324,2026-05-23 21:23:00,Hyderabad,Indian,4,305
36325,2026-04-18 23:26:00,Hyderabad,Chinese,5,920
36326,2026-06-13 12:22:00,Pune,Fast Food,2,461
36327,2026-07-12 13:13:00,Hyderabad,Fast Food,5,686
36328,2026-04-14 11:25:00,Hyderabad,Indian,6,480
36329,2026-04-29 12:17:00,Hyderabad,Desserts,1,443
36330,2026-04-19 22:53:00,Pune,Biryani,2,582
36331,2026-01-06 07:27:00,Kolkata,South Indian,6,996
36332,2026-05-28 20:25:00,Hyderabad,Biryani,5,703
36333,2026-07-07 12:56:00,Pune,Chinese,3,1119
36334,2026-05-11 17:58:00,Bangalore,North Indian,2,327
36335,2026-02-23 23:31:00,Mumbai,Indian,2,1450
36336,2026-01-07 11:28:00,Mumbai,Biryani,1,168
36337,2026-02-25 09:28:00,Kolkata,Fast Food,5,650
36338,2026-06-23 18:11:00,Mumbai,Indian,1,1095
36339,2026-02-04 19:02:00,Delhi,Desserts,2,391
36340,2026-06-03 13:17:00,Bangalore,Biryani,5,1314
36341,2026-05-06 08:35:00,Kolkata,Chinese,2,686
36342,2026-02-05 20:44:00,Kolkata,Indian,4,475
36343,2026-04-26 15:30:00,Kolkata,Desserts,1,1079
36344,2026-07-01 18:28:00,Mumbai,Italian,5,772
36345,2026-04-10 11:00:00,Hyderabad,Chinese,6,1330
36346,2026-01-10 17:34:00,Pune,South Indian,6,763
36347,2026-05-17 19:26:00,Hyderabad,Italian,6,1203
36348,2026-03-17 13:22:00,Delhi,Biryani,5,1181
36349,2026-05-16 19:26:00,Bangalore,Indian,4,497
36350,2026-06-09 17:03:00,Hyderabad,Fast Food,2,208
36351,2026-01-27 09:45:00,Delhi,Biryani,3,1347
36352,2026-01-07 20:35:00,Bangalore,Desserts,2,1132
36353,2026-03-15 16:59:00,Kolkata,Italian,5,918
36354,2026-05-17 04:41:00,Hyderabad,North Indian,2,971
36355,2026-03-06 22:26:00,Pune,South Indian,2,383
36356,2026-06-09 21:13:00,Mumbai,Fast Food,4,275
36357,2026-02-14 12:04:00,Mumbai,Fast Food,5,1337
36358,2026-03-03 01:41:00,Hyderabad,Biryani,2,488
36359,2026-06-27 18:45:00,Delhi,North Indian,1,1100
36360,2026-07-11 19:44:00,Bangalore,Fast Food,6,1109
36361,2026-06-17 09:40:00,Bangalore,Indian,3,584
36362,2026-05-19 09:21:00,Mumbai,Indian,4,572
36363,2026-05-24 22:18:00,Mumbai,Indian,3,589
36364,2026-05-05 11:40:00,Bangalore,Desserts,1,374
36365,2026-04-28 12:48:00,Pune,Chinese,3,1259
36366,2026-02-03 14:16:00,Mumbai,Indian,2,680
36367,2026-06-30 21:15:00,Mumbai,Chinese,6,298
36368,2026-03-14 01:47:00,Kolkata,North Indian,2,1349
36369,2026-06-29 19:09:00,Delhi,Indian,5,583
36370,2026-04-23 17:57:00,Hyderabad,Biryani,2,678
36371,2026-05-12 14:32:00,Delhi,Biryani,1,1140
36372,2026-01-16 22:03:00,Delhi,Desserts,3,357
36373,2026-03-27 20:19:00,Kolkata,Fast Food,1,1484
36374,2026-06-30 15:35:00,Hyderabad,Italian,2,981
36375,2026-07-16 07:18:00,Pune,South Indian,6,1078
36376,2026-03-18 19:20:00,Pune,Fast Food,4,1453
36377,2026-01-19 09:05:00,Kolkata,North Indian,2,1098
36378,2026-06-23 06:44:00,Hyderabad,Chinese,5,1078
36379,2026-07-02 17:00:00,Hyderabad,Biryani,4,1272
36380,2026-02-07 11:49:00,Kolkata,North Indian,6,679
36381,2026-06-23 12:19:00,Mumbai,Italian,2,446
36382,2026-03-14 06:09:00,Delhi,Biryani,1,538
36383,2026-02-06 11:20:00,Pune,Biryani,1,879
36384,2026-05-31 21:18:00,Bangalore,Fast Food,3,1005
36385,2026-04-20 20:00:00,Hyderabad,Biryani,1,1106
36386,2026-03-08 17:35:00,Mumbai,Biryani,4,709
36387,2026-03-29 19:02:00,Pune,Biryani,1,442
36388,2026-03-27 16:25:00,Mumbai,Indian,4,172
36389,2026-06-28 11:40:00,Hyderabad,Chinese,2,348
36390,2026-01-09 13:36:00,Mumbai,North Indian,4,1077
36391,2026-05-19 02:58:00,Bangalore,Biryani,6,153
36392,2026-07-07 21:01:00,Pune,Chinese,4,656
36393,2026-06-08 18:20:00,Pune,Indian,4,730
36394,2026-05-23 16:49:00,Bangalore,Desserts,4,1182
36395,2026-05-18 10:22:00,Pune,Chinese,6,493
36396,2026-01-23 21:18:00,Pune,Biryani,3,549
36397,2026-05-10 10:16:00,Mumbai,Indian,4,1021
36398,2026-07-15 11:18:00,Delhi,North Indian,1,1396
36399,2026-01-29 12:55:00,Mumbai,Indian,3,1350
36400,2026-04-13 22:58:00,Bangalore,Italian,6,928
36401,2026-04-04 12:16:00,Bangalore,Chinese,3,1356
36402,2026-03-01 21:10:00,Mumbai,North Indian,1,349
36403,2026-07-02 16:32:00,Mumbai,Chinese,3,344
36404,2026-02-18 21:27:00,Kolkata,South Indian,3,615
36405,2026-04-20 21:33:00,Pune,Biryani,5,242
36406,2026-02-04 07:23:00,Mumbai,Italian,6,1033
36407,2026-02-24 16:23:00,Delhi,Chinese,5,659
36408,2026-06-12 18:19:00,Bangalore,South Indian,2,257
36409,2026-03-12 01:06:00,Pune,North Indian,1,800
36410,2026-03-18 05:06:00,Bangalore,Chinese,4,291
36411,2026-07-18 16:54:00,Mumbai,Fast Food,3,413
36412,2026-06-29 12:25:00,Bangalore,Chinese,4,950
36413,2026-02-10 19:40:00,Mumbai,Indian,1,1252
36414,2026-02-24 18:04:00,Hyderabad,Chinese,5,1021
36415,2026-07-16 21:34:00,Kolkata,North Indian,5,594
36416,2026-05-23 21:41:00,Mumbai,Chinese,3,1313
36417,2026-03-27 10:58:00,Delhi,Italian,5,500
36418,2026-01-30 21:23:00,Bangalore,Indian,4,401
36419,2026-03-24 18:24:00,Delhi,Desserts,5,276
36420,2026-05-25 09:17:00,Delhi,Italian,2,484
36421,2026-02-21 16:05:00,Kolkata,Chinese,1,1488
36422,2026-02-15 11:51:00,Delhi,South Indian,1,1178
36423,2026-03-24 15:33:00,Kolkata,Indian,4,1202
36424,2026-05-05 20:15:00,Delhi,Fast Food,6,907
36425,2026-03-05 14:57:00,Hyderabad,North Indian,4,974
36426,2026-07-17 18:08:00,Delhi,Desserts,1,1268
36427,2026-01-28 14:10:00,Mumbai,North Indian,4,211
36428,2026-03-16 13:53:00,Mumbai,Biryani,2,543
36429,2026-01-13 19:10:00,Hyderabad,Biryani,3,697
36430,2026-01-25 20:06:00,Bangalore,Italian,4,425
36431,2026-02-27 21:29:00,Pune,Fast Food,2,1034
36432,2026-06-20 08:04:00,Kolkata,Chinese,4,1165
36433,2026-06-04 18:36:00,Mumbai,Biryani,1,246
36434,2026-07-12 21:48:00,Pune,Chinese,4,1218
36435,2026-04-22 13:20:00,Mumbai,Indian,4,1115
36436,2026-02-10 11:42:00,Hyderabad,Fast Food,1,1484
36437,2026-01-27 19:49:00,Bangalore,Biryani,4,1444
36438,2026-01-11 19:11:00,Hyderabad,Fast Food,6,1040
36439,2026-01-12 01:38:00,Bangalore,Chinese,3,333
36440,2026-03-10 20:54:00,Mumbai,Indian,1,505
36441,2026-03-27 18:41:00,Mumbai,Indian,3,338
36442,2026-06-01 18:59:00,Mumbai,Desserts,6,532
36443,2026-03-20 18:25:00,Pune,Fast Food,4,1500
36444,2026-01-25 19:00:00,Pune,Fast Food,1,478
36445,2026-01-31 10:36:00,Bangalore,Chinese,6,378
36446,2026-03-12 21:44:00,Pune,Chinese,5,644
36447,2026-05-16 12:30:00,Pune,Indian,2,947
36448,2026-04-19 20:25:00,Mumbai,Biryani,2,302
36449,2026-04-22 13:09:00,Delhi,Indian,4,174
36450,2026-05-06 09:26:00,Delhi,Chinese,2,878
36451,2026-05-09 08:36:00,Delhi,Italian,6,1140
36452,2026-07-19 15:42:00,Delhi,Chinese,2,298
36453,2026-03-30 01:23:00,Mumbai,Fast Food,4,563
36454,2026-02-24 21:27:00,Pune,Desserts,4,1032
36455,2026-06-01 01:29:00,Kolkata,Biryani,2,1295
36456,2026-06-19 11:16:00,Bangalore,Desserts,2,1261
36457,2026-03-08 15:30:00,Delhi,North Indian,3,1090
36458,2026-05-25 14:07:00,Bangalore,Biryani,5,720
36459,2026-05-31 17:01:00,Hyderabad,Biryani,5,777
36460,2026-03-10 17:04:00,Hyderabad,Chinese,1,1112
36461,2026-03-08 12:42:00,Delhi,Chinese,6,1387
36462,2026-06-13 16:38:00,Bangalore,Indian,3,1122
36463,2026-06-19 13:58:00,Mumbai,Chinese,1,722
36464,2026-03-26 18:58:00,Mumbai,North Indian,6,519
36465,2026-02-06 09:18:00,Bangalore,South Indian,3,1227
36466,2026-02-10 20:38:00,Bangalore,North Indian,2,1337
36467,2026-02-11 17:08:00,Kolkata,North Indian,1,649
36468,2026-01-14 19:22:00,Kolkata,Fast Food,4,1064
36469,2026-03-14 02:01:00,Hyderabad,Fast Food,6,1127
36470,2026-03-21 19:54:00,Mumbai,North Indian,5,1492
36471,2026-01-22 21:47:00,Pune,North Indian,2,959
36472,2026-03-10 17:19:00,Delhi,Indian,5,757
36473,2026-05-09 17:04:00,Mumbai,Biryani,5,1264
36474,2026-02-23 13:26:00,Mumbai,Desserts,3,1368
36475,2026-03-22 19:34:00,Delhi,Chinese,5,1391
36476,2026-07-20 20:21:00,Bangalore,Fast Food,1,492
36477,2026-01-18 19:50:00,Hyderabad,Indian,1,1049
36478,2026-04-04 20:21:00,Mumbai,Biryani,3,299
36479,2026-06-10 07:22:00,Pune,Biryani,6,1115
36480,2026-02-06 00:46:00,Delhi,Biryani,4,214
36481,2026-03-04 11:40:00,Kolkata,South Indian,4,1432
36482,2026-05-02 07:34:00,Pune,Fast Food,3,1415
36483,2026-01-09 18:39:00,Mumbai,Chinese,5,1227
36484,2026-03-31 15:09:00,Delhi,Chinese,1,1395
36485,2026-03-22 09:01:00,Bangalore,Fast Food,3,947
36486,2026-07-09 19:02:00,Pune,South Indian,4,799
36487,2026-06-09 16:12:00,Delhi,Fast Food,3,1178
36488,2026-06-14 10:58:00,Mumbai,Italian,6,582
36489,2026-02-18 15:23:00,Hyderabad,Indian,3,700
36490,2026-01-08 16:52:00,Hyderabad,Chinese,1,1470
36491,2026-05-21 18:19:00,Hyderabad,Desserts,1,1100
36492,2026-01-12 21:33:00,Kolkata,Desserts,1,1482
36493,2026-06-26 10:14:00,Mumbai,South Indian,2,1463
36494,2026-02-20 20:15:00,Pune,Indian,6,494
36495,2026-03-10 08:47:00,Delhi,Biryani,5,236
36496,2026-03-11 14:55:00,Kolkata,Italian,3,526
36497,2026-04-17 19:09:00,Mumbai,North Indian,2,1045
36498,2026-02-26 21:35:00,Mumbai,Chinese,2,1373
36499,2026-02-05 21:45:00,Mumbai,Fast Food,4,951
36500,2026-03-24 08:01:00,Delhi,Biryani,2,824
36501,2026-01-09 21:30:00,Mumbai,South Indian,3,303
36502,2026-05-08 21:01:00,Bangalore,Chinese,3,563
36503,2026-05-25 14:40:00,Hyderabad,Indian,5,746
36504,2026-04-20 23:42:00,Delhi,Fast Food,5,1093
36505,2026-03-22 21:41:00,Hyderabad,Chinese,1,1190
36506,2026-04-09 23:43:00,Bangalore,Chinese,1,1241
36507,2026-03-13 07:07:00,Delhi,Desserts,4,461
36508,2026-03-05 17:02:00,Bangalore,Chinese,2,1124
